response_id,age,gender,ser,ser_orient,race,relationship,children,plan_for_children,age_of_1st_child,number_children,soi,risk_taking,d_dk,ksf,tw_in,tw_hhin,tw_roommates,tw_dens,tw_sr,tw_le,mean_av_income,prim_av_income,rec_av_income,los_av_income,prim_los_av_income,rec_los_av_income,mean_density,prim_density,rec_density,los_density,prim_los_density,rec_los_density,mean_sex_ratio,prim_sex_ratio,rec_sex_ratio,los_sex_ratio,prim_los_sex_ratio,rec_los_sex_ratio,mean_life_expct,prim_life_expct,rec_life_expct,los_life_expct,prim_los_life_expct,rec_los_life_expct
12,19,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,25,4,1.8888888888888888,1.5,0.01586678993989814,0.838803921260289,79857.14285714286,154285.7142857143,5.628571428571429,61.42857142857143,67.71428571428571,79.42857142857143,80000,79722.22222222222,83611.11111111111,26619.04761904762,26626.984126984127,27984.12698412699,43.333333333333336,62.22222222222223,46.666666666666664,20.47619047619047,22.47619047619048,17.047619047619047,67.66666666666667,67.55555555555556,72.22222222222223,22.571428571428573,22.606349206349208,24.23492063492064,78.33333333333333,79.44444444444444,79.44444444444444,26.47619047619047,26.6031746031746,26.6031746031746
13,18,Female,Female,Heterosexual,White / Caucasian,Single,No,Probably yes,29,3,1,3.2142857142857144,0.00253523399124688,-0.3170828074664821,68110.5,96121,4,9.5,71.5,89.5,68110.5,66184.16666666666,70036.83333333334,34055.25,33092.08333333333,35018.41666666667,9.5,5.833333333333333,13.166666666666668,4.75,2.9166666666666665,6.583333333333334,71.5,71.83333333333334,71.16666666666666,35.75,35.91666666666667,35.58333333333333,89.5,93.16666666666666,85.83333333333334,44.75,46.58333333333333,42.91666666666667
14,19,Male,Male,Heterosexual,White / Caucasian,Single,No,Definitely yes,25,4,4.444444444444445,3.5714285714285716,0.01586678993989814,0.38350585126810544,58333.333333333336,131666.66666666666,6.333333333333333,604.1666666666666,55.5,76.33333333333333,56666.666666666664,58888.88888888889,58888.88888888889,19444.444444444445,19814.814814814818,19814.814814814818,441.6666666666667,852.7777777777778,308.3333333333333,201.38888888888889,302.31481481481484,114.35185185185183,59,52.666666666666664,57.333333333333336,18.5,17.166666666666668,18.77777777777778,76.33333333333333,75.22222222222223,78.33333333333333,25.444444444444443,25.074074074074073,26.148148148148145
15,19,Male,Male,Heterosexual,Black / African-American,Dating,No,Definitely yes,24,2,5.888888888888889,2.5,0.24942329796316196,-0.18339712859947427,40000,112000,4,600,52,80,40000,40000,40000,40000,40000,40000,600,600,600,600,600,600,52,52,52,52,52,52,80,80,80,80,80,80
16,23,Male,Male,Heterosexual,White / Caucasian,Single,No,Probably not,27,2,4.111111111111111,1.7857142857142858,0.04095697875273276,-0.02828752254873947,44444.444444444445,170000,6.111111111111111,3222.222222222222,47.666666666666664,36.666666666666664,45000,48333.33333333333,41666.66666666667,22222.222222222223,24074.074074074073,20740.74074074074,3000,1666.6666666666663,4333.333333333334,1611.111111111111,870.3703703703702,2203.7037037037035,48,50,46,23.833333333333332,24.944444444444443,22.944444444444443,37.5,42.5,32.5,18.333333333333336,21.11111111111111,16.11111111111111
17,20,Female,Female,Heterosexual,White / Caucasian,Single,No,Might or might not,27,4,2.3333333333333335,2.0714285714285716,0.10127393670836668,-0.03896838609343689,97297.83783783784,97297.67567567568,6.405405405405405,61.08108108108108,30.054054054054053,79.72972972972973,66673.33333333333,94445.55555555556,16683.33333333333,32432.612612612615,33183.21321321322,8113.153153153152,73.33333333333333,55,93.88888888888889,20.36036036036036,17.822822822822825,30.360360360360364,36.333333333333336,25.944444444444443,46.94444444444444,10.01801801801802,8.40990990990991,15.180180180180182,76.66666666666667,79.44444444444444,71.66666666666667,26.576576576576574,26.65165165165165,24.144144144144143
18,22,Male,Male,Heterosexual,White / Caucasian,Single,No,Probably yes,28,2,3.4444444444444446,2,0.24942329796316196,-0.13013936000033946,59565.217391304344,59565.217391304344,4.6521739130434785,586.9565217391304,51.21739130434783,90,40000,60000,19999.999999999996,29782.608695652172,33260.86956521739,13260.869565217388,750,583.3333333333333,916.6666666666669,293.47826086956525,264.4927536231884,431.1594202898551,53.5,51.16666666666667,55.83333333333333,25.60869565217391,25.202898550724637,27.53623188405797,90,90,90,45,45,45
19,20,Female,Female,Heterosexual,Asian / Asian-American,Single,No,Probably yes,30,5,1.3333333333333333,2.357142857142857,0.00970645081830753,0.4651296322905306,3244.079207920792,2837.1460396039597,5.801980198019801,237.08415841584156,45.81435643564356,69.90594059405939,24649,3337.4,49405.4,648.8158415841584,207.6547854785479,9880.379207920792,1032.4,210.42666666666665,2463.3333333333335,47.41683168316832,26.77775577557756,506.4477887788779,42.2,44.86666666666667,47.21333333333333,9.162871287128713,9.186699669966996,9.5666996699669955,70.2,70.36,65.72,13.98118811881188,14.003432343234325,13.06841584158416
20,18,Female,Female,Heterosexual,White / Caucasian,Single,No,Might or might not,25,2,5,2.2857142857142856,0.00483706676834308,0.29825687508883003,89166.66666666667,168333.33333333334,5,663.8888888888889,49.666666666666664,85.83333333333333,96333.33333333331,105277.77777777778,98277.77777777778,29722.22222222222,34157.40740740741,31990.74074074074,666.6666666666666,1108.3333333333337,369.4444444444444,221.2962962962963,354.4753086419753,125.7716049382716,49.333333333333336,49.111111111111114,49.111111111111114,16.555555555555554,16.40740740740741,16.40740740740741,87.33333333333333,86.94444444444444,89.27777777777777,28.61111111111111,28.86111111111111,29.583333333333332
21,21,Male,Male,Bisexual / Pansexual,White / Caucasian,Single,No,Probably yes,30,2,6.333333333333333,2.642857142857143,0.00253523399124688,-0.10045453529057943,78095.23809523809,98857.14285714286,3.5238095238095237,819.047619047619,50,72.85714285714286,74000,87600,46000,15619.047619047618,17733.333333333332,9282.539682539682,880,382.66666666666663,1809.3333333333337,163.8095238095238,73.07936507936508,361.5238095238095,50,50,50,10,10,10,72,78.8,62,14.57142857142857,15.809523809523808,12.406349206349203
22,19,Female,Female,Heterosexual,Hispanic / Latino(a),Single,No,Probably yes,27,3,4.777777777777778,2.4285714285714284,0.04095697875273276,0.01697313324315803,70000,27500,5.75,10000,51.625,86.25,73333.33333333333,92777.77777777778,69444.44444444444,23333.333333333332,30625,22916.666666666668,10000,10000,10000,3333.3333333333335,3333.3333333333335,3333.3333333333335,52,54.27777777777778,50.38888888888889,17.208333333333332,18.0625,16.77777777777778,86.66666666666667,88.88888888888889,88.88888888888889,28.75,29.583333333333332,29.583333333333332
24,20,Male,Male,Other (please specify),Black / African-American,Single,No,Definitely not,NA,NA,4.444444444444445,3,0.00251115374753804,-0.4181359360810958,300,500,8,8,55.5,16,300,300,300,150,150,150,8,8,8,4,4,4,55.5,52.5,58.5,27.75,26.25,29.25,16,16,16,8,8,8
25,22,Female,Female,Heterosexual,White / Caucasian,Single,No,Might or might not,30,2,2.2222222222222223,2.142857142857143,0.01586678993989814,-0.32120664507491153,20290.909090909092,16772.727272727272,2,804.5454545454545,43.5,70,32800,21333.333333333332,44266.66666666667,10145.454545454544,8581.81818181818,20048.484848484848,550,783.3333333333334,316.66666666666663,402.27272727272725,434.09090909090907,200.75757575757572,55.5,44.5,66.5,21.75,20.25,31.25,70,70,70,35,35,35
26,NA,Male,Male,Heterosexual,White / Caucasian,Dating,No,Definitely yes,26,4,5.444444444444445,3.0714285714285716,0.00390121031673665,-0.03724003909512221,70000,72200,4.75,9949.95,54.75,87.65,70000,72777.77777777778,33888.88888888888,23333.333333333332,23472.222222222223,9722.22222222222,9666.333333333334,9888.833333333334,9888.055555555557,3316.65,3327.775,3327.5,59,54.94444444444444,65.05555555555556,18.25,18.047222222222224,21.62222222222222,91.33333333333331,88.16666666666667,92.05555555555556,29.216666666666665,29.058333333333337,30.433333333333337
28,18,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,24,5,1,3.142857142857143,0.00251115374753804,1.2378796159162535,63526.31578947369,76842.1052631579,5,76.84210526315789,48.26315789473684,31.842105263157897,53666.666666666664,54666.666666666664,43777.777777777774,21175.43859649123,19099.41520467836,15824.561403508773,73.33333333333333,63.33333333333333,78.88888888888889,25.614035087719294,21.81286549707602,26.49122807017544,46.333333333333336,40.83333333333333,49.38888888888889,16.087719298245613,13.997076023391813,16.57017543859649,45,28.61111111111111,71.38888888888889,10.614035087719298,8.932748538011696,21.79824561403509
29,21,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,29,3,1.4444444444444444,2,0.00987018109180418,0.2788773533296257,97142.85714285714,95714.28571428572,3.5714285714285716,63000,56.714285714285715,87.14285714285714,90000,96666.66666666666,83333.33333333334,48571.428571428565,49523.80952380952,42857.142857142855,40500,61500,19499.999999999996,31499.999999999996,34500,13499.999999999996,61,57,65,28.357142857142858,27.785714285714285,31.785714285714285,80,86.66666666666667,73.33333333333333,43.57142857142857,44.52380952380952,37.857142857142854
30,28,Male,Male,Heterosexual,White / Caucasian,Dating,No,Probably yes,30,2,3.4444444444444446,3.5714285714285716,0.04101143077600656,0.41238577487062106,46538.46153846154,29423.07692307692,3.3846153846153846,76.8076923076923,52.80769230769231,35.69230769230769,41000,53066.666666666664,27333.333333333332,9307.692307692309,10676.923076923078,5553.846153846154,83.4,98.42666666666668,24.53333333333333,15.361538461538462,18.770256410256412,4.436923076923076,54.2,50.6,51.08,10.56153846153846,10.089230769230769,10.135384615384616,45.4,31.479999999999997,66.68,7.138461538461539,6.125128205128205,13.12
31,19,Female,Female,Heterosexual,White / Caucasian,Single,No,Probably yes,25,6,1,1.5,0.00390121031673665,0.7442717891320908,74000,244000,5,2600,50.8,80,74000,54000,79600,14800,10800,15920,2600,2040,4600,520,408,920,50.8,50.973333333333336,50.946666666666665,10.16,10.194666666666668,10.189333333333334,80,80,80,16,16,16
32,19,Female,Female,Heterosexual,White / Caucasian,Dating,No,Probably yes,28,2,NA,NA,NA,-0.3128139102526314,177777.77777777778,177777.77777777778,3.7777777777777777,144.44444444444446,54.44444444444444,38.333333333333336,100000,166666.6666666667,33333.33333333333,88888.88888888889,96296.29629629628,29629.629629629624,300,166.66666666666666,433.33333333333337,72.22222222222221,57.407407407407405,190.74074074074073,66.5,56.166666666666664,76.83333333333334,27.22222222222222,26.074074074074073,36.407407407407405,32.5,37.5,27.5,19.166666666666668,19.72222222222222,14.72222222222222
33,18,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,25,3,1.2222222222222223,2,0.01574532495876937,-0.6404991864858157,44736.84210526316,54210.52631578947,3.473684210526316,36.578947368421055,51.05263157894737,82.89473684210526,46000,40800,49600,8947.368421052632,8168.421052631578,9922.80701754386,43,19.53333333333333,49.666666666666664,7.315789473684211,3.807017543859649,9.912280701754383,51.2,51.026666666666664,51.053333333333335,10.210526315789473,10.201403508771929,10.202807017543858,85,80.93333333333334,85.06666666666666,16.57894736842105,16.112280701754386,16.97543859649123
34,18,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely not,NA,NA,4.222222222222222,2.9285714285714284,0.02549226899360828,-1.282493654547856,61055.555555555555,50833.333333333336,3.4444444444444446,3.4444444444444446,64.66666666666667,26,59800,64453.333333333336,54666.666666666664,12211.111111111111,12902.962962962962,10956.296296296296,3.2,3.92,2.16,0.6888888888888889,0.7866666666666666,0.437037037037037,62.8,66.76,54.36,12.933333333333334,13.377777777777776,10.912592592592592,28.4,20.88,38.48,5.2,4.151111111111111,7.647407407407408
35,21,Male,Male,Heterosexual,White / Caucasian,Dating,No,Probably yes,26,3,4.333333333333333,3.0714285714285716,0.00600317051126601,-0.08249205239909504,47250,68750,4.4,79.25,51.85,80,52500,47500,57500,23625,22875,27875,252.5,87.49999999999997,417.5,39.625,14.874999999999996,179.87500000000003,51.5,51.83333333333333,51.16666666666667,25.924999999999997,25.975,25.641666666666666,80,80,80,40,40,40
36,18,Female,Female,Heterosexual,Hispanic / Latino(a),Dating,No,Probably not,NA,NA,3.2222222222222223,2.2857142857142856,0.00251115374753804,-0.48899457715740874,50000,18000,3,26,49,76,50000,50000,50000,50000,50000,50000,26,26,26,26,26,26,49,49,49,49,49,49,76,76,76,76,76,76
37,18,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely yes,26,3,2.3333333333333335,2.7142857142857144,0.04095697875273276,-0.360766002360497,90222.22222222222,134444.44444444444,3.6666666666666665,5573.333333333333,28,80,56000,85333.33333333334,26666.666666666664,45111.11111111111,48370.37037037037,19037.037037037036,25010,8349.999999999996,41670,2786.6666666666665,935.5555555555552,17595.55555555556,28,28,28,28,28,28,80,80,80,40,40,40
38,19,Male,Male,Heterosexual,White / Caucasian,Single,No,Definitely yes,30,2,6.333333333333333,3.0714285714285716,0.06521240611413213,1.1757659624332588,100000,122105.26315789472,4,88.42105263157895,51.73684210526316,57.36842105263158,100000,100000,100000,50000,50000,50000,90,83.33333333333333,96.66666666666669,44.21052631578947,41.40350877192982,48.07017543859649,53,47.666666666666664,58.333333333333336,25.86842105263158,23.62280701754386,28.956140350877195,55,65,45,28.684210526315788,32.89473684210526,22.894736842105264
39,20,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely yes,27,3,2.888888888888889,2.5,0.00600466142660285,0.5445918200453573,63700,145000,4,307.2,50,84.5,58500,62833.333333333336,54166.666666666664,31850,32283.333333333336,27950,1504,506.6666666666665,2501.3333333333335,153.6,53.86666666666665,1051.2000000000005,50,50,50,25,25,25,82.5,84.16666666666666,80.83333333333334,42.25,42.416666666666664,40.75
40,19,Female,Female,Heterosexual,White / Caucasian,Single,No,Probably yes,28,2,3.888888888888889,2.857142857142857,0.01574532495876937,-0.5929452753105385,48500,95750,3.85,1000,67.1,85.7,35000,45000,25000,24250,24750,14749.999999999998,1000,1000,1000,500,500,500,77,69.66666666666666,84.33333333333334,33.55,33.18333333333333,40.51666666666667,83,85,81,42.85,42.95,40.95
41,22,Male,Male,Heterosexual,White / Caucasian,Dating,No,Might or might not,30,2,3.4444444444444446,2.0714285714285716,0.00390121031673665,-0.1769887541511938,30227.272727272728,46818.181818181816,4.181818181818182,1113.6363636363635,51.27272727272727,80,26666.666666666668,29722.222222222223,18055.555555555555,10075.757575757576,10176.767676767677,6502.525252525253,1166.6666666666667,1416.6666666666667,1027.7777777777778,371.2121212121213,462.1212121212122,339.64646464646466,51.333333333333336,52.611111111111114,50.27777777777778,17.09090909090909,17.505050505050505,16.77020202020202,80,80,80,26.666666666666668,26.666666666666668,26.666666666666668
42,19,Male,Male,Heterosexual,White / Caucasian,Single,No,Definitely yes,25,3,1.7777777777777777,2.5714285714285716,0.01586678993989814,0.1923290454122086,40250,71250,5,3.35,89.85,70,42500,40833.33333333333,44166.66666666667,20125,20041.666666666668,21708.333333333332,6.5,4.166666666666666,8.833333333333334,1.6749999999999998,1.5583333333333331,3.8916666666666666,70.5,84.83333333333334,56.166666666666664,44.925,45.641666666666666,31.30833333333333,70,70,70,35,35,35
43,19,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,25,5,1,2,0.00200383096030529,0.3654141271546424,45777.77777777778,40370.37037037037,3.814814814814815,214.44444444444449,53.592592592592595,85,49600,41386.666666666664,58453.333333333336,9155.555555555557,8161.975308641975,11697.777777777776,214,199.46666666666667,286.1333333333333,42.888888888888886,40.15802469135802,57.98518518518518,53.8,52.74666666666667,60.77333333333333,10.718518518518518,10.574814814814816,12.201481481481482,85,85,85,17,17,17
44,23,Female,Female,Bisexual / Pansexual,White / Caucasian,Dating,No,Probably yes,35,2,3,3,0.00600466142660285,0.10770044387388428,100000,58020,3.16,2440,67.52,84.32,100000,100000,100000,100000,100000,100000,2000,2666.666666666667,1333.3333333333333,1220,1406.6666666666667,739.9999999999999,69.5,66.5,72.5,33.76,32.92,35.92,83,85,81,42.16,42.72,40.72
45,21,Male,Male,Heterosexual,White / Caucasian,Dating,No,Definitely yes,24,3,3.5555555555555554,2.7142857142857144,0.00600466142660285,0.563988053917847,80000,300000,5,15,50,75,80000,80000,80000,80000,80000,80000,15,15,15,15,15,15,50,50,50,50,50,50,75,75,75,75,75,75
46,20,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely yes,30,2,2.5555555555555554,1.9285714285714288,0.01574532495876937,-0.5454179672221846,74545.45454545454,110909.09090909093,4.909090909090909,9181.818181818182,50.09090909090909,80,50000,70000,29999.999999999996,37272.72727272727,39090.90909090909,19090.909090909085,5500,8500,2499.9999999999995,4590.90909090909,4863.636363636363,1863.6363636363633,50.5,50.16666666666667,50.83333333333333,25.045454545454547,25.015151515151516,25.348484848484844,80,80,80,40,40,40
47,21,Male,Male,Heterosexual,White / Caucasian,Dating,No,Definitely not,NA,NA,NA,NA,NA,NA,75000,75000,4,20000,50,70,75000,75000,75000,75000,75000,75000,20000,20000,20000,20000,20000,20000,50,50,50,50,50,50,70,70,70,70,70,70
48,18,Male,Male,Gay / Lesbian,White / Caucasian,Single,No,Might or might not,30,2,1.8888888888888888,2.142857142857143,0.00253523399124688,-0.6881329567846094,94444.44444444444,95555.55555555556,4,3000,45.55555555555556,78.88888888888889,83333.33333333333,58333.33333333333,97222.22222222222,31481.48148148148,21141.975308641973,33024.69135802469,3000,3000,3000,1000,1000,1000,46.666666666666664,49.166666666666664,45.27777777777778,15.185185185185183,16.219135802469136,15.030864197530864,76.66666666666667,71.66666666666667,79.44444444444444,26.296296296296298,24.228395061728396,26.604938271604937
49,21,Female,Female,Gay / Lesbian,White / Caucasian,Dating,No,Definitely yes,27,4,3.5555555555555554,2.7857142857142856,0.00600466142660285,0.37216581363652823,59124.423963133646,65253.45622119816,3.728110599078341,491.2442396313364,47.516129032258064,79.44700460829493,52000,58533.333333333336,50266.666666666664,11824.88479262673,11964.976958525349,10156.067588325652,350,482,138,98.24884792626727,99.95698924731184,26.986175115207377,53.2,47.266666666666666,62.81333333333333,9.503225806451614,9.264331797235023,12.69388632872504,75,79.2,70.8,15.889400921658988,15.98095238095238,14.165898617511523
50,19,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely yes,25,3,1.3333333333333333,2.1538461538461537,0.04101143077600656,0.6604914446881157,59.21052631578947,117.10526315789474,5.052631578947368,405.2631578947368,56.26315789473684,85.26315789473684,57.5,35.83333333333333,79.16666666666667,29.605263157894733,18.20175438596491,39.868421052631575,400,333.3333333333333,466.6666666666667,202.6315789473684,167.5438596491228,234.21052631578948,56,52.666666666666664,59.333333333333336,28.131578947368418,26.377192982456137,29.710526315789473,85,81.66666666666666,88.33333333333334,42.63157894736842,40.87719298245614,44.21052631578947
51,19,Female,Female,Heterosexual,White / Caucasian,Dating,No,Definitely yes,26,4,1.2222222222222223,1.4285714285714286,0.248371318167601,-0.7534673142870146,27333.333333333332,40000,5.5,44.666666666666664,47.333333333333336,74.16666666666667,35400,15426.666666666666,22733.333333333332,5466.666666666667,2608.8888888888887,4288.888888888889,120.8,62.82666666666666,33.49333333333333,8.933333333333334,8.764444444444443,4.586666666666667,51.6,50.82666666666667,35.413333333333334,9.466666666666669,10.108148148148148,6.958518518518518,75,71.06666666666666,70.93333333333334,14.833333333333332,14.170370370370373,14.162962962962965
52,18,Male,Male,Heterosexual,White / Caucasian,Single,No,Definitely yes,27,3,6.333333333333333,2.9285714285714284,0.04101143077600656,0.06066798473871469,189046.57534246577,286986.30136986304,3.958904109589041,2465.753424657534,47.178082191780824,81.78082191780823,175025,110005,352507.5,47261.64383561643,31198.90410958904,89520.95890410958,2375,2087.5,2100,616.4383561643835,533.5616438356163,524.6575342465753,51.5,50.05,55.2,11.794520547945204,12.27054794520548,13.56849315068493,75,70.5,72.75,20.445205479452053,18.19417808219178,18.49931506849315
53,19,Male,Male,Heterosexual,White / Caucasian,Single,No,Definitely yes,25,3,4.888888888888889,2.857142857142857,0.00483706676834308,0.2708446269690958,884210.5263157894,842105.2631578947,6,684.2105263157895,49.31578947368421,84.21052631578948,850000,816666.6666666667,883333.3333333333,442105.26315789466,414035.0877192982,447368.4210526315,650,616.6666666666667,683.3333333333333,342.1052631578947,314.03508771929825,347.36842105263156,50,50.66666666666667,49.33333333333333,24.657894736842103,25.21929824561403,24.55263157894737,82.5,80.83333333333334,84.16666666666666,42.10526315789474,40.70175438596491,42.36842105263158
54,18,Female,Female,Bisexual / Pansexual,White / Caucasian,Single,No,Probably not,25,2,4.111111111111111,2.2142857142857144,0.04095697875273276,-0.18412519365852423,70000,86666.66666666667,5,20.8,53.46666666666667,77.66666666666667,70000,78666.66666666667,61333.333333333336,14000,15715.555555555557,12213.333333333334,34.6,30.44,9.8,4.16,5.672888888888888,1.175111111111111,52.4,50.6,50.36,10.693333333333332,10.182222222222222,10.09511111111111,77,79.46666666666667,79.33333333333333,15.533333333333331,15.893333333333333,15.919999999999998
55,NA,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely not,NA,NA,1.1111111111111112,2.5,0.24942329796316196,-0.42310658012496977,97857.14285714286,98095.23809523808,3.9047619047619047,1.1428571428571428,50.95238095238095,80,77500,92500,62500,48928.57142857143,49642.857142857145,34642.85714285714,2.5,1.5,3.5,0.5714285714285714,0.5238095238095237,1.5238095238095235,50.5,50.83333333333333,50.16666666666667,25.47619047619047,25.49206349206349,25.15873015873016,80,80,80,40,40,40
56,19,Female,Female,Heterosexual,White / Caucasian,Single,No,Definitely yes,29,4,2.2222222222222223,2.0714285714285716,0.00619209796702072,0.9985818798836876,82894.73684210527,71842.1052631579,3,3000,50.89473684210526,76.05263157894737,100000,84722.22222222222,65277.777777777774,27631.57894736842,26023.391812865495,19225.146198830407,7333.333333333333,3111.111111111111,3111.111111111111,1000,555.5555555555555,555.5555555555555,50.666666666666664,50.94444444444444,50.166666666666664,16.964912280701753,16.994152046783626,16.72222222222222,78.33333333333333,76.11111111111111,76.11111111111111,25.350877192982455,25.116959064327485,25.116959064327485
